icdcode,icdlabel,diagcodelvl1,diagdesclvl1
c9200,acute myeloblastic leukemia not having achieved remission,c92,myeloid leukemia
c9201,acute myeloblastic leukemia in remission,c92,myeloid leukemia
c9202,acute myeloblastic leukemia in relapse,c92,myeloid leukemia
c9210,chronic myeloid leukemia bcrablpositive not having achieved remission,c92,myeloid leukemia
c9211,chronic myeloid leukemia bcrablpositive in remission,c92,myeloid leukemia
c9212,chronic myeloid leukemia bcrablpositive in relapse,c92,myeloid leukemia
c9220,atypical chronic myeloid leukemia bcrablnegative not having achieved remission,c92,myeloid leukemia
c9221,atypical chronic myeloid leukemia bcrablnegative in remission,c92,myeloid leukemia
c9222,atypical chronic myeloid leukemia bcrablnegative in relapse,c92,myeloid leukemia
c9230,myeloid sarcoma not having achieved remission,c92,myeloid leukemia
c9231,myeloid sarcoma in remission,c92,myeloid leukemia
c9232,myeloid sarcoma in relapse,c92,myeloid leukemia
c9240,acute promyelocytic leukemia not having achieved remission,c92,myeloid leukemia
c9241,acute promyelocytic leukemia in remission,c92,myeloid leukemia
c9242,acute promyelocytic leukemia in relapse,c92,myeloid leukemia
c9250,acute myelomonocytic leukemia not having achieved remission,c92,myeloid leukemia
c9251,acute myelomonocytic leukemia in remission,c92,myeloid leukemia
c9252,acute myelomonocytic leukemia in relapse,c92,myeloid leukemia
c9260,acute myeloid leukemia with 11q23abnormality not having achieved remission,c92,myeloid leukemia
c9261,acute myeloid leukemia with 11q23abnormality in remission,c92,myeloid leukemia
c9262,acute myeloid leukemia with 11q23abnormality in relapse,c92,myeloid leukemia
c9290,myeloid leukemia unspecified not having achieved remission,c92,myeloid leukemia
c9291,myeloid leukemia unspecified in remission,c92,myeloid leukemia
c9292,myeloid leukemia unspecified in relapse,c92,myeloid leukemia
c92a0,acute myeloid leukemia with multilineage dysplasia not having achieved remission,c92,myeloid leukemia
c92a1,acute myeloid leukemia with multilineage dysplasia in remission,c92,myeloid leukemia
c92a2,acute myeloid leukemia with multilineage dysplasia in relapse,c92,myeloid leukemia
c92z0,other myeloid leukemia not having achieved remission,c92,myeloid leukemia
c92z1,other myeloid leukemia in remission,c92,myeloid leukemia
c92z2,other myeloid leukemia in relapse,c92,myeloid leukemia
c9300,acute monoblasticmonocytic leukemia not having achieved remission,c93,monocytic leukemia
c9301,acute monoblasticmonocytic leukemia in remission,c93,monocytic leukemia
c9302,acute monoblasticmonocytic leukemia in relapse,c93,monocytic leukemia
c9310,chronic myelomonocytic leukemia not having achieved remission,c93,monocytic leukemia
c9311,chronic myelomonocytic leukemia in remission,c93,monocytic leukemia
c9312,chronic myelomonocytic leukemia in relapse,c93,monocytic leukemia
c9330,juvenile myelomonocytic leukemia not having achieved remission,c93,monocytic leukemia
c9331,juvenile myelomonocytic leukemia in remission,c93,monocytic leukemia
c9332,juvenile myelomonocytic leukemia in relapse,c93,monocytic leukemia
c9390,monocytic leukemia unspecified not having achieved remission,c93,monocytic leukemia
c9391,monocytic leukemia unspecified in remission,c93,monocytic leukemia
c9392,monocytic leukemia unspecified in relapse,c93,monocytic leukemia
c93z0,other monocytic leukemia not having achieved remission,c93,monocytic leukemia
c93z1,other monocytic leukemia in remission,c93,monocytic leukemia
c93z2,other monocytic leukemia in relapse,c93,monocytic leukemia
c9400,acute erythroid leukemia not having achieved remission,c94,other leukemias of specified cell type
c9401,acute erythroid leukemia in remission,c94,other leukemias of specified cell type
c9402,acute erythroid leukemia in relapse,c94,other leukemias of specified cell type
c9420,acute megakaryoblastic leukemia not having achieved remission,c94,other leukemias of specified cell type
c9421,acute megakaryoblastic leukemia in remission,c94,other leukemias of specified cell type
c9422,acute megakaryoblastic leukemia in relapse,c94,other leukemias of specified cell type
c9430,mast cell leukemia not having achieved remission,c94,other leukemias of specified cell type
c9431,mast cell leukemia in remission,c94,other leukemias of specified cell type
c9432,mast cell leukemia in relapse,c94,other leukemias of specified cell type
c9440,acute panmyelosis with myelofibrosis not having achieved remission,c94,other leukemias of specified cell type
c9441,acute panmyelosis with myelofibrosis in remission,c94,other leukemias of specified cell type
c9442,acute panmyelosis with myelofibrosis in relapse,c94,other leukemias of specified cell type
c946,myelodysplastic disease not elsewhere classified,c94,other leukemias of specified cell type
c9480,other specified leukemias not having achieved remission,c94,other leukemias of specified cell type
c9481,other specified leukemias in remission,c94,other leukemias of specified cell type
c9482,other specified leukemias in relapse,c94,other leukemias of specified cell type
c9500,acute leukemia of unspecified cell type not having achieved remission,c95,leukemia of unspecified cell type
c9500,acute leukemia of unspecified cell type not having achieved remission,c95,leukemia of unspecified cell type
c9501,acute leukemia of unspecified cell type in remission,c95,leukemia of unspecified cell type
c9501,acute leukemia of unspecified cell type in remission,c95,leukemia of unspecified cell type
c9502,acute leukemia of unspecified cell type in relapse,c95,leukemia of unspecified cell type
c9502,acute leukemia of unspecified cell type in relapse,c95,leukemia of unspecified cell type
c9510,chronic leukemia of unspecified cell type not having achieved remission,c95,leukemia of unspecified cell type
c9511,chronic leukemia of unspecified cell type in remission,c95,leukemia of unspecified cell type
c9512,chronic leukemia of unspecified cell type in relapse,c95,leukemia of unspecified cell type
c9590,leukemia unspecified not having achieved remission,c95,leukemia of unspecified cell type
c9591,leukemia unspecified in remission,c95,leukemia of unspecified cell type
c9592,leukemia unspecified in relapse,c95,leukemia of unspecified cell type
c960,multifocal and multisystemic disseminated langerhanscell histiocytosis,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c9620,malignant mast cell neoplasm unspecified,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c9621,aggressive systemic mastocytosis,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c9622,mast cell sarcoma,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c9629,other malignant mast cell neoplasm,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c964,sarcoma of dendritic cells accessory cells,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c965,multifocal and unisystemic langerhanscell histiocytosis,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c966,unifocal langerhanscell histiocytosis,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c969,malignant neoplasm of lymphoid hematopoietic and related tissue unspecified,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c96a,histiocytic sarcoma,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
c96z,other specified malignant neoplasms of lymphoid hematopoietic and related tissue,c96,other and unspecified malignant neoplasms of lymphoid hematopoietic and related tissue
d030,melanoma in situ of lip,d03,melanoma in situ
d0310,melanoma in situ of unspecified eyelid including canthus,d03,melanoma in situ
d03111,melanoma in situ of right upper eyelid including canthus,d03,melanoma in situ
d03112,melanoma in situ of right lower eyelid including canthus,d03,melanoma in situ
d03121,melanoma in situ of left upper eyelid including canthus,d03,melanoma in situ
d03122,melanoma in situ of left lower eyelid including canthus,d03,melanoma in situ
d0320,melanoma in situ of unspecified ear and external auricular canal,d03,melanoma in situ
d0321,melanoma in situ of right ear and external auricular canal,d03,melanoma in situ
d0322,melanoma in situ of left ear and external auricular canal,d03,melanoma in situ
d0330,melanoma in situ of unspecified part of face,d03,melanoma in situ
d0339,melanoma in situ of other parts of face,d03,melanoma in situ
d034,melanoma in situ of scalp and neck,d03,melanoma in situ
d0351,melanoma in situ of anal skin,d03,melanoma in situ
d0352,melanoma in situ of breast skin soft tissue,d03,melanoma in situ
d0359,melanoma in situ of other part of trunk,d03,melanoma in situ
d0360,melanoma in situ of unspecified upper limb including shoulder,d03,melanoma in situ
d0361,melanoma in situ of right upper limb including shoulder,d03,melanoma in situ
d0362,melanoma in situ of left upper limb including shoulder,d03,melanoma in situ
d0370,melanoma in situ of unspecified lower limb including hip,d03,melanoma in situ
d0371,melanoma in situ of right lower limb including hip,d03,melanoma in situ
d0372,melanoma in situ of left lower limb including hip,d03,melanoma in situ
d038,melanoma in situ of other sites,d03,melanoma in situ
d039,melanoma in situ unspecified,d03,melanoma in situ
d151,benign neoplasm of heart,d15,benign neoplasm of other and unspecified intrathoracic organs
d1802,hemangioma of intracranial structures,d18,hemangioma and lymphangioma any site
d320,benign neoplasm of cerebral meninges,d32,benign neoplasm of meninges
d321,benign neoplasm of spinal meninges,d32,benign neoplasm of meninges
d329,benign neoplasm of meninges unspecified,d32,benign neoplasm of meninges
d330,benign neoplasm of brain supratentorial,d33,benign neoplasm of brain and other parts of central nervous system
d331,benign neoplasm of brain infratentorial,d33,benign neoplasm of brain and other parts of central nervous system
d332,benign neoplasm of brain unspecified,d33,benign neoplasm of brain and other parts of central nervous system
d333,benign neoplasm of cranial nerves,d33,benign neoplasm of brain and other parts of central nervous system
d334,benign neoplasm of spinal cord,d33,benign neoplasm of brain and other parts of central nervous system
d337,benign neoplasm of other specified parts of central nervous system,d33,benign neoplasm of brain and other parts of central nervous system
d339,benign neoplasm of central nervous system unspecified,d33,benign neoplasm of brain and other parts of central nervous system
d352,benign neoplasm of pituitary gland,d35,benign neoplasm of other and unspecified endocrine glands
d353,benign neoplasm of craniopharyngeal duct,d35,benign neoplasm of other and unspecified endocrine glands
d354,benign neoplasm of pineal gland,d35,benign neoplasm of other and unspecified endocrine glands
d420,neoplasm of uncertain behavior of cerebral meninges,d42,neoplasm of uncertain behavior of meninges
d421,neoplasm of uncertain behavior of spinal meninges,d42,neoplasm of uncertain behavior of meninges
d429,neoplasm of uncertain behavior of meninges unspecified,d42,neoplasm of uncertain behavior of meninges
d430,neoplasm of uncertain behavior of brain supratentorial,d43,neoplasm of uncertain behavior of brain and central nervous system
d431,neoplasm of uncertain behavior of brain infratentorial,d43,neoplasm of uncertain behavior of brain and central nervous system
d432,neoplasm of uncertain behavior of brain unspecified,d43,neoplasm of uncertain behavior of brain and central nervous system
d433,neoplasm of uncertain behavior of cranial nerves,d43,neoplasm of uncertain behavior of brain and central nervous system
d434,neoplasm of uncertain behavior of spinal cord,d43,neoplasm of uncertain behavior of brain and central nervous system
d438,neoplasm of uncertain behavior of other specified parts of central nervous system,d43,neoplasm of uncertain behavior of brain and central nervous system
d439,neoplasm of uncertain behavior of central nervous system unspecified,d43,neoplasm of uncertain behavior of brain and central nervous system
d443,neoplasm of uncertain behavior of pituitary gland,d44,neoplasm of uncertain behavior of endocrine glands
d444,neoplasm of uncertain behavior of craniopharyngeal duct,d44,neoplasm of uncertain behavior of endocrine glands
d445,neoplasm of uncertain behavior of pineal gland,d44,neoplasm of uncertain behavior of endocrine glands
d446,neoplasm of uncertain behavior of carotid body,d44,neoplasm of uncertain behavior of endocrine glands
d447,neoplasm of uncertain behavior of aortic body and other paraganglia,d44,neoplasm of uncertain behavior of endocrine glands
d45,polycythemia vera,d45,polycythemia vera
d460,refractory anemia without ring sideroblasts so stated,d46,myelodysplastic syndromes
d461,refractory anemia with ring sideroblasts,d46,myelodysplastic syndromes
d4620,refractory anemia with excess of blasts unspecified,d46,myelodysplastic syndromes
d4621,refractory anemia with excess of blasts 1,d46,myelodysplastic syndromes
d4622,refractory anemia with excess of blasts 2,d46,myelodysplastic syndromes
d464,refractory anemia unspecified,d46,myelodysplastic syndromes
d469,myelodysplastic syndrome unspecified,d46,myelodysplastic syndromes
d46a,refractory cytopenia with multilineage dysplasia,d46,myelodysplastic syndromes
d46b,refractory cytopenia with multilineage dysplasia and ring sideroblasts,d46,myelodysplastic syndromes
d46c,myelodysplastic syndrome with isolated del5q chromosomal abnormality,d46,myelodysplastic syndromes
d46z,other myelodysplastic syndromes,d46,myelodysplastic syndromes
d471,chronic myeloproliferative disease,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d473,essential hemorrhagic thrombocythemia,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d474,osteomyelofibrosis,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d479,neoplasm of uncertain behavior of lymphoid hematopoietic and related tissue unspecified,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d47z1,posttransplant lymphoproliferative disorder ptld,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d47z2,castleman disease,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
d47z9,other specified neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue,d47,other neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
