obs,icdcode,icdlabel,cc,addcc
2946,G71031,Autosomal dominant limb girdle muscular dystrophy,117,
2947,G71032,Autosomal recessive limb girdle muscular dystrophy due to calpain-3 dysfunction,117,
2948,G71033,Limb girdle muscular dystrophy due to dysferlin dysfunction,117,
2949,G710340,"Limb girdle muscular dystrophy due to sarcoglycan dysfunction, unspecified",117,
2950,G710341,Limb girdle muscular dystrophy due to alpha sarcoglycan dysfunction,117,
2951,G710342,Limb girdle muscular dystrophy due to beta sarcoglycan dysfunction,117,
2952,G710349,Limb girdle muscular dystrophy due to other sarcoglycan dysfunction,117,
2953,G71035,Limb girdle muscular dystrophy due to anoctamin-5 dysfunction,117,
2954,G71038,Other limb girdle muscular dystrophy,117,
2955,G71039,"Limb girdle muscular dystrophy, unspecified",117,
2956,G7109,Other specified muscular dystrophies,117,
2957,G7111,Myotonic muscular dystrophy,117,
2958,G7120,"Congenital myopathy, unspecified",117,
2959,G7121,Nemaline myopathy,117,
2960,G71220,X-linked myotubular myopathy,117,
2961,G71228,Other centronuclear myopathy,117,
2962,G7129,Other congenital myopathy,117,
2963,G731,Lambert-Eaton syndrome in neoplastic disease,115,
2964,G733,Myasthenic syndromes in other diseases classified elsewhere,115,
2965,G800,Spastic quadriplegic cerebral palsy,112,
2966,G801,Spastic diplegic cerebral palsy,113,
2967,G802,Spastic hemiplegic cerebral palsy,113,
2968,G803,Athetoid cerebral palsy,113,
2969,G804,Ataxic cerebral palsy,113,
2970,G808,Other cerebral palsy,113,
2971,G809,"Cerebral palsy, unspecified",113,
2972,G8100,Flaccid hemiplegia affecting unspecified side,150,
2973,G8101,Flaccid hemiplegia affecting right dominant side,150,
2974,G8102,Flaccid hemiplegia affecting left dominant side,150,
2975,G8103,Flaccid hemiplegia affecting right nondominant side,150,
2976,G8104,Flaccid hemiplegia affecting left nondominant side,150,
2977,G8110,Spastic hemiplegia affecting unspecified side,150,
2978,G8111,Spastic hemiplegia affecting right dominant side,150,
2979,G8112,Spastic hemiplegia affecting left dominant side,150,
2980,G8113,Spastic hemiplegia affecting right nondominant side,150,
2981,G8114,Spastic hemiplegia affecting left nondominant side,150,
2982,G8190,"Hemiplegia, unspecified affecting unspecified side",150,
2983,G8191,"Hemiplegia, unspecified affecting right dominant side",150,
2984,G8192,"Hemiplegia, unspecified affecting left dominant side",150,
2985,G8193,"Hemiplegia, unspecified affecting right nondominant side",150,
2986,G8194,"Hemiplegia, unspecified affecting left nondominant side",150,
2987,G8220,"Paraplegia, unspecified",109,
2988,G8221,"Paraplegia, complete",109,
2989,G8222,"Paraplegia, incomplete",109,
2990,G8250,"Quadriplegia, unspecified",107,
2991,G8251,"Quadriplegia, C1-C4 complete",107,
2992,G8252,"Quadriplegia, C1-C4 incomplete",107,
2993,G8253,"Quadriplegia, C5-C7 complete",107,
2994,G8254,"Quadriplegia, C5-C7 incomplete",107,
2995,G830,Diplegia of upper limbs,151,
2996,G8310,Monoplegia of lower limb affecting unspecified side,151,
2997,G8311,Monoplegia of lower limb affecting right dominant side,151,
2998,G8312,Monoplegia of lower limb affecting left dominant side,151,
2999,G8313,Monoplegia of lower limb affecting right nondominant side,151,
3000,G8314,Monoplegia of lower limb affecting left nondominant side,151,
3001,G8320,Monoplegia of upper limb affecting unspecified side,151,
3002,G8321,Monoplegia of upper limb affecting right dominant side,151,
3003,G8322,Monoplegia of upper limb affecting left dominant side,151,
3004,G8323,Monoplegia of upper limb affecting right nondominant side,151,
3005,G8324,Monoplegia of upper limb affecting left nondominant side,151,
3006,G8330,"Monoplegia, unspecified affecting unspecified side",151,
3007,G8331,"Monoplegia, unspecified affecting right dominant side",151,
3008,G8332,"Monoplegia, unspecified affecting left dominant side",151,
3009,G8333,"Monoplegia, unspecified affecting right nondominant side",151,
3010,G8334,"Monoplegia, unspecified affecting left nondominant side",151,
3011,G834,Cauda equina syndrome,110,
3012,G835,Locked-in state,122,
3013,G8381,Brown-Sequard syndrome,151,
3014,G8382,Anterior cord syndrome,151,
3015,G8383,Posterior cord syndrome,151,
3016,G8384,Todd's paralysis (postepileptic),151,
3017,G8389,Other specified paralytic syndromes,151,
3018,G839,"Paralytic syndrome, unspecified",151,
3019,G901,Familial dysautonomia [Riley-Day],114,
3020,G903,Multi-system degeneration of the autonomic nervous system,119,
3021,G910,Communicating hydrocephalus,121,
3022,G911,Obstructive hydrocephalus,121,
3023,G912,(Idiopathic) normal pressure hydrocephalus,121,
3024,G913,"Post-traumatic hydrocephalus, unspecified",121,
3025,G914,Hydrocephalus in diseases classified elsewhere,121,
3026,G918,Other hydrocephalus,121,
3027,G919,"Hydrocephalus, unspecified",121,
3028,G931,"Anoxic brain damage, not elsewhere classified",122,
3029,G935,Compression of brain,122,
3030,G936,Cerebral edema,122,
3031,G937,Reye's syndrome,119,
3032,G950,Syringomyelia and syringobulbia,110,
3033,G9511,Acute infarction of spinal cord (embolic) (nonembolic),110,
3034,G9519,Other vascular myelopathies,110,
3035,G9520,Unspecified cord compression,110,
3036,G9529,Other cord compression,110,
3037,G9581,Conus medullaris syndrome,110,
3038,G9589,Other specified diseases of spinal cord,110,
3039,G959,"Disease of spinal cord, unspecified",110,
3040,G992,Myelopathy in diseases classified elsewhere,110,
3041,H353210,"Exudative age-related macular degeneration, right eye, stage unspecified",174,
3042,H353211,"Exudative age-related macular degeneration, right eye, with active choroidal neovascularization",174,
3043,H353212,"Exudative age-related macular degeneration, right eye, with inactive choroidal neovascularization",174,
3044,H353213,"Exudative age-related macular degeneration, right eye, with inactive scar",174,
3045,H353220,"Exudative age-related macular degeneration, left eye, stage unspecified",174,
3046,H353221,"Exudative age-related macular degeneration, left eye, with active choroidal neovascularization",174,
3047,H353222,"Exudative age-related macular degeneration, left eye, with inactive choroidal neovascularization",174,
3048,H353223,"Exudative age-related macular degeneration, left eye, with inactive scar",174,
3049,H353230,"Exudative age-related macular degeneration, bilateral, stage unspecified",174,
3050,H353231,"Exudative age-related macular degeneration, bilateral, with active choroidal neovascularization",174,
3051,H353232,"Exudative age-related macular degeneration, bilateral, with inactive choroidal neovascularization",174,
3052,H353233,"Exudative age-related macular degeneration, bilateral, with inactive scar",174,
3053,H353290,"Exudative age-related macular degeneration, unspecified eye, stage unspecified",174,
3054,H353291,"Exudative age-related macular degeneration, unspecified eye, with active choroidal neovascularization",174,
3055,H353292,"Exudative age-related macular degeneration, unspecified eye, with inactive choroidal neovascularization",174,
3056,H353293,"Exudative age-related macular degeneration, unspecified eye, with inactive scar",174,
3057,H49811,"Kearns-Sayre syndrome, right eye",28,
3058,H49812,"Kearns-Sayre syndrome, left eye",28,
3059,H49813,"Kearns-Sayre syndrome, bilateral",28,
3060,H49819,"Kearns-Sayre syndrome, unspecified eye",28,
3061,I0981,Rheumatic heart failure,130,
3062,I110,Hypertensive heart disease with heart failure,130,
3063,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,187,
3064,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",130,
3065,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",187,
3066,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",130,187
3067,I200,Unstable angina,132,
3068,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery,131,
3069,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,131,
3070,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,131,
3071,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery,131,
3072,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,131,
3073,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,131,
3074,I2129,ST elevation (STEMI) myocardial infarction involving other sites,131,
3075,I213,ST elevation (STEMI) myocardial infarction of unspecified site,131,
3076,I214,Non-ST elevation (NSTEMI) myocardial infarction,131,
3077,I219,"Acute myocardial infarction, unspecified",131,
3078,I21A1,Myocardial infarction type 2,131,
3079,I21A9,Other myocardial infarction type,131,
3080,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall,131,
3081,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall,131,
3082,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction,131,
3083,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites,131,
3084,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site,131,
3085,I230,Hemopericardium as current complication following acute myocardial infarction,131,
3086,I231,Atrial septal defect as current complication following acute myocardial infarction,131,
3087,I232,Ventricular septal defect as current complication following acute myocardial infarction,131,
3088,I233,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,131,
3089,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,131,
3090,I235,Rupture of papillary muscle as current complication following acute myocardial infarction,131,
3091,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",131,
3092,I237,Postinfarction angina,131,
3093,I238,Other current complications following acute myocardial infarction,131,
3094,I240,Acute coronary thrombosis not resulting in myocardial infarction,132,
3095,I241,Dressler's syndrome,132,
3096,I248,Other forms of acute ischemic heart disease,132,
3097,I249,"Acute ischemic heart disease, unspecified",132,
3098,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,132,
3099,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris",132,
3100,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris,132,
3101,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,132,
3102,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris,132,
3103,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,132,
3104,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,132,
3105,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,132,
3106,I2601,Septic pulmonary embolism with acute cor pulmonale,130,156
3107,I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,130,156
3108,I2609,Other pulmonary embolism with acute cor pulmonale,130,156
3109,I2690,Septic pulmonary embolism without acute cor pulmonale,156,
3110,I2692,Saddle embolus of pulmonary artery without acute cor pulmonale,156,
3111,I2693,Single subsegmental pulmonary embolism without acute cor pulmonale,156,
3112,I2694,Multiple subsegmental pulmonary emboli without acute cor pulmonale,156,
